"id","URL_CtP","School_Name","City","State","Zip"
487,"https://ChangingThePresent.org/collections/Baptist-Missionary-Association-Theological-Seminary","Baptist Missionary Association Theological Seminary","","",0
488,"https://ChangingThePresent.org/collections/Baptist-Theological-Seminary-At-Richmond","Baptist Theological Seminary at Richmond","","",0
489,"https://ChangingThePresent.org/collections/Baptist-University-Of-The-Americas","Baptist University of the Americas","","",0
490,"https://ChangingThePresent.org/collections/Barclay-College","Barclay College","","",0
491,"https://ChangingThePresent.org/collections/Bard-College","Bard College","","",0
492,"https://ChangingThePresent.org/collections/Bard-College-At-Simon-S-Rock","Bard College at Simon's Rock","","",0
493,"https://ChangingThePresent.org/collections/Barnard-College","Barnard College","","",0
494,"https://ChangingThePresent.org/collections/Barnes-Jewish-College-Goldfarb-School-Of-Nursing","Barnes-Jewish College Goldfarb School of Nursing","","",0
495,"https://ChangingThePresent.org/collections/Barry-University","Barry University","","",0
496,"https://ChangingThePresent.org/collections/Barstow-Community-College","Barstow Community College","","",0
497,"https://ChangingThePresent.org/collections/Barton-College","Barton College","","",0
498,"https://ChangingThePresent.org/collections/Barton-County-Community-College","Barton County Community College","","",0
499,"https://ChangingThePresent.org/collections/Bastyr-University","Bastyr University","","",0
500,"https://ChangingThePresent.org/collections/Bates-College","Bates College","","",0
501,"https://ChangingThePresent.org/collections/Bates-Technical-College","Bates Technical College","","",0
502,"https://ChangingThePresent.org/collections/Baton-Rouge-Community-College","Baton Rouge Community College","","",0
503,"https://ChangingThePresent.org/collections/Baton-Rouge-General-Medical-Center-School-Of-Nursing","Baton Rouge General Medical Center-School of Nursing","","",0
504,"https://ChangingThePresent.org/collections/Baton-Rouge-General-Medical-Center-School-Of-Radiologic-Technology","Baton Rouge General Medical Center-School of Radiologic Technology","","",0
505,"https://ChangingThePresent.org/collections/Bay-De-Noc-Community-College","Bay de Noc Community College","","",0
506,"https://ChangingThePresent.org/collections/Bay-Mills-Community-College","Bay Mills Community College","","",0
507,"https://ChangingThePresent.org/collections/Bay-Path-University","Bay Path University","","",0
508,"https://ChangingThePresent.org/collections/Baylor-College-Of-Medicine","Baylor College of Medicine","","",0
509,"https://ChangingThePresent.org/collections/Baylor-University","Baylor University","","",0
510,"https://ChangingThePresent.org/collections/Beacon-College","Beacon College","","",0
511,"https://ChangingThePresent.org/collections/Beaufort-County-Community-College","Beaufort County Community College","","",0
512,"https://ChangingThePresent.org/collections/Beaumont-Adult-School","Beaumont Adult School","","",0
513,"https://ChangingThePresent.org/collections/Becker-College","Becker College","","",0
514,"https://ChangingThePresent.org/collections/Be-Er-Yaakov-Talmudic-Seminary","Be'er Yaakov Talmudic Seminary","","",0
515,"https://ChangingThePresent.org/collections/Beis-Medrash-Heichal-Dovid","Beis Medrash Heichal Dovid","","",0
516,"https://ChangingThePresent.org/collections/Belanger-School-Of-Nursing","Belanger School of Nursing","","",0
517,"https://ChangingThePresent.org/collections/Belhaven-University","Belhaven University","","",0
518,"https://ChangingThePresent.org/collections/Bellarmine-University","Bellarmine University","","",0
519,"https://ChangingThePresent.org/collections/Bellevue-College","Bellevue College","","",0
520,"https://ChangingThePresent.org/collections/Bellevue-University","Bellevue University","","",0
521,"https://ChangingThePresent.org/collections/Bellin-College","Bellin College","","",0
522,"https://ChangingThePresent.org/collections/Bellingham-Technical-College","Bellingham Technical College","","",0
523,"https://ChangingThePresent.org/collections/Belmont-Abbey-College","Belmont Abbey College","","",0
524,"https://ChangingThePresent.org/collections/Belmont-College","Belmont College","","",0
525,"https://ChangingThePresent.org/collections/Belmont-University","Belmont University","","",0
526,"https://ChangingThePresent.org/collections/Beloit-College","Beloit College","","",0
527,"https://ChangingThePresent.org/collections/Bemidji-State-University","Bemidji State University","","",0
528,"https://ChangingThePresent.org/collections/Ben-Franklin-Career-Center","Ben Franklin Career Center","","",0
529,"https://ChangingThePresent.org/collections/Benedict-College","Benedict College","","",0
530,"https://ChangingThePresent.org/collections/Benedictine-College","Benedictine College","","",0
531,"https://ChangingThePresent.org/collections/Benedictine-University","Benedictine University","","",0
532,"https://ChangingThePresent.org/collections/Benjamin-Franklin-Institute-Of-Technology","Benjamin Franklin Institute of Technology","","",0
533,"https://ChangingThePresent.org/collections/Bennett-College","Bennett College","","",0
534,"https://ChangingThePresent.org/collections/Bennington-College","Bennington College","","",0
535,"https://ChangingThePresent.org/collections/Bentley-University","Bentley University","","",0
536,"https://ChangingThePresent.org/collections/Berea-College","Berea College","","",0
537,"https://ChangingThePresent.org/collections/Bergen-Community-College","Bergen Community College","","",0
538,"https://ChangingThePresent.org/collections/Bergin-University-Of-Canine-Studies","Bergin University of Canine Studies","","",0
539,"https://ChangingThePresent.org/collections/Berkeley-City-College","Berkeley City College","","",0
540,"https://ChangingThePresent.org/collections/Berklee-College-Of-Music","Berklee College of Music","","",0
541,"https://ChangingThePresent.org/collections/Berks-Career-&-Technology-Center","Berks Career & Technology Center","","",0
542,"https://ChangingThePresent.org/collections/Berkshire-Community-College","Berkshire Community College","","",0
543,"https://ChangingThePresent.org/collections/Berry-College","Berry College","","",0
544,"https://ChangingThePresent.org/collections/Beth-Hamedrash-Shaarei-Yosher-Institute","Beth Hamedrash Shaarei Yosher Institute","","",0
545,"https://ChangingThePresent.org/collections/Beth-Hatalmud-Rabbinical-College","Beth Hatalmud Rabbinical College","","",0
546,"https://ChangingThePresent.org/collections/Beth-Medrash-Govoha","Beth Medrash Govoha","","",0
547,"https://ChangingThePresent.org/collections/Bethany-College","Bethany College","","",0
548,"https://ChangingThePresent.org/collections/Bethany-College","Bethany College","","",0
549,"https://ChangingThePresent.org/collections/Bethany-Lutheran-College","Bethany Lutheran College","","",0
550,"https://ChangingThePresent.org/collections/Bethany-Theological-Seminary","Bethany Theological Seminary","","",0
551,"https://ChangingThePresent.org/collections/Bethel-College","Bethel College","","",0
552,"https://ChangingThePresent.org/collections/Bethel-College-Indiana","Bethel College-Indiana","","",0
553,"https://ChangingThePresent.org/collections/Bethel-College-North-Newton","Bethel College-North Newton","","",0
554,"https://ChangingThePresent.org/collections/Bethel-Seminary-Of-The-East","Bethel Seminary of the East","","",0
555,"https://ChangingThePresent.org/collections/Bethel-Seminary-San-Diego","Bethel Seminary-San Diego","","",0
556,"https://ChangingThePresent.org/collections/Bethel-Seminary-St-Paul","Bethel Seminary-St Paul","","",0
557,"https://ChangingThePresent.org/collections/Bethel-University","Bethel University","","",0
558,"https://ChangingThePresent.org/collections/Bethel-University","Bethel University","","",0
559,"https://ChangingThePresent.org/collections/Bethesda-University","Bethesda University","","",0
560,"https://ChangingThePresent.org/collections/Bethune-Cookman-University","Bethune-Cookman University","","",0
561,"https://ChangingThePresent.org/collections/Beulah-Heights-University","Beulah Heights University","","",0
562,"https://ChangingThePresent.org/collections/Bevill-State-Community-College","Bevill State Community College","","",0
563,"https://ChangingThePresent.org/collections/Bexley-Hall-Episcopal-Seminary","Bexley Hall Episcopal Seminary","","",0
564,"https://ChangingThePresent.org/collections/Bexley-Hall-Seabury-Western-Theological-Seminary-Federation","Bexley Hall Seabury Western Theological Seminary Federation","","",0
565,"https://ChangingThePresent.org/collections/Biblical-Theological-Seminary","Biblical Theological Seminary","","",0
566,"https://ChangingThePresent.org/collections/Bidwell-Training-Center-Inc","Bidwell Training Center Inc","","",0
567,"https://ChangingThePresent.org/collections/Big-Bend-Community-College","Big Bend Community College","","",0
568,"https://ChangingThePresent.org/collections/Big-Sandy-Community-And-Technical-College","Big Sandy Community and Technical College","","",0
569,"https://ChangingThePresent.org/collections/Biola-University","Biola University","","",0
570,"https://ChangingThePresent.org/collections/Birmingham-Southern-College","Birmingham Southern College","","",0
571,"https://ChangingThePresent.org/collections/Birthingway-College-Of-Midwifery","Birthingway College of Midwifery","","",0
572,"https://ChangingThePresent.org/collections/Bishop-State-Community-College","Bishop State Community College","","",0
573,"https://ChangingThePresent.org/collections/Bismarck-State-College","Bismarck State College","","",0
574,"https://ChangingThePresent.org/collections/Black-Hawk-College","Black Hawk College","","",0
575,"https://ChangingThePresent.org/collections/Black-Hills-State-University","Black Hills State University","","",0
576,"https://ChangingThePresent.org/collections/Black-River-Technical-College","Black River Technical College","","",0
577,"https://ChangingThePresent.org/collections/Blackburn-College","Blackburn College","","",0
578,"https://ChangingThePresent.org/collections/Blackfeet-Community-College","Blackfeet Community College","","",0
579,"https://ChangingThePresent.org/collections/Blackhawk-Technical-College","Blackhawk Technical College","","",0
580,"https://ChangingThePresent.org/collections/Blackstone-Valley-Vocational-Regional-School-District","Blackstone Valley Vocational Regional School District","","",0
581,"https://ChangingThePresent.org/collections/Bladen-Community-College","Bladen Community College","","",0
582,"https://ChangingThePresent.org/collections/Blessing-Hospital-School-Of-Medical-Laboratory-Technology","Blessing Hospital School of Medical Laboratory Technology","","",0
583,"https://ChangingThePresent.org/collections/Blessing-Hospital-School-Of-Radiologic-Technology","Blessing Hospital School of Radiologic Technology","","",0
584,"https://ChangingThePresent.org/collections/Blessing-Rieman-College-Of-Nursing","Blessing Rieman College of Nursing","","",0
585,"https://ChangingThePresent.org/collections/Blinn-College","Blinn College","","",0
586,"https://ChangingThePresent.org/collections/Bloomfield-College","Bloomfield College","","",0
587,"https://ChangingThePresent.org/collections/Bloomsburg-University-Of-Pennsylvania","Bloomsburg University of Pennsylvania","","",0
588,"https://ChangingThePresent.org/collections/Blue-Hills-Regional-Technical-School","Blue Hills Regional Technical School","","",0
589,"https://ChangingThePresent.org/collections/Blue-Mountain-College","Blue Mountain College","","",0
590,"https://ChangingThePresent.org/collections/Blue-Mountain-Community-College","Blue Mountain Community College","","",0
591,"https://ChangingThePresent.org/collections/Blue-Ridge-Community-And-Technical-College","Blue Ridge Community and Technical College","","",0
592,"https://ChangingThePresent.org/collections/Blue-Ridge-Community-College","Blue Ridge Community College","","",0
593,"https://ChangingThePresent.org/collections/Blue-Ridge-Community-College","Blue Ridge Community College","","",0
594,"https://ChangingThePresent.org/collections/Blue-Sky-School-Of-Professional-Massage-And-Therapeutic-Bodywork","Blue Sky School of Professional Massage and Therapeutic Bodywork","","",0
595,"https://ChangingThePresent.org/collections/Bluefield-College","Bluefield College","","",0
596,"https://ChangingThePresent.org/collections/Bluefield-State-College","Bluefield State College","","",0
597,"https://ChangingThePresent.org/collections/Bluegrass-Community-And-Technical-College","Bluegrass Community and Technical College","","",0
598,"https://ChangingThePresent.org/collections/Bluffton-University","Bluffton University","","",0
599,"https://ChangingThePresent.org/collections/Boise-Bible-College","Boise Bible College","","",0
600,"https://ChangingThePresent.org/collections/Boise-State-University","Boise State University","","",0
601,"https://ChangingThePresent.org/collections/Bon-Secours-Memorial-College-Of-Nursing","Bon Secours Memorial College of Nursing","","",0
602,"https://ChangingThePresent.org/collections/Bon-Secours-St-Mary-S-Hospital-School-Of-Medical-Imaging","Bon Secours St Mary's Hospital School of Medical Imaging","","",0
603,"https://ChangingThePresent.org/collections/Boricua-College","Boricua College","","",0
604,"https://ChangingThePresent.org/collections/Bossier-Parish-Community-College","Bossier Parish Community College","","",0
605,"https://ChangingThePresent.org/collections/Boston-Architectural-College","Boston Architectural College","","",0
606,"https://ChangingThePresent.org/collections/Boston-Baptist-College","Boston Baptist College","","",0
607,"https://ChangingThePresent.org/collections/Boston-College","Boston College","","",0
608,"https://ChangingThePresent.org/collections/Boston-Graduate-School-Of-Psychoanalysis-Inc","Boston Graduate School of Psychoanalysis Inc","","",0
609,"https://ChangingThePresent.org/collections/Boston-University","Boston University","","",0
610,"https://ChangingThePresent.org/collections/Bowdoin-College","Bowdoin College","","",0
611,"https://ChangingThePresent.org/collections/Bowie-State-University","Bowie State University","","",0
612,"https://ChangingThePresent.org/collections/Bowling-Green-State-University-Firelands","Bowling Green State University-Firelands","","",0
613,"https://ChangingThePresent.org/collections/Bowling-Green-State-University-Main-Campus","Bowling Green State University-Main Campus","","",0
614,"https://ChangingThePresent.org/collections/Bradford-Union-Technical-Center","Bradford-Union Technical Center","","",0
615,"https://ChangingThePresent.org/collections/Bradley-University","Bradley University","","",0
616,"https://ChangingThePresent.org/collections/Bramson-Ort-College","Bramson ORT College","","",0
617,"https://ChangingThePresent.org/collections/Brandeis-University","Brandeis University","","",0
618,"https://ChangingThePresent.org/collections/Brandman-University","Brandman University","","",0
619,"https://ChangingThePresent.org/collections/Brazosport-College","Brazosport College","","",0
620,"https://ChangingThePresent.org/collections/Brenau-University","Brenau University","","",0
621,"https://ChangingThePresent.org/collections/Brescia-University","Brescia University","","",0
622,"https://ChangingThePresent.org/collections/Brevard-College","Brevard College","","",0
623,"https://ChangingThePresent.org/collections/Brewster-Technical-Center","Brewster Technical Center","","",0
624,"https://ChangingThePresent.org/collections/Brewton-Parker-College","Brewton-Parker College","","",0
625,"https://ChangingThePresent.org/collections/Briar-Cliff-University","Briar Cliff University","","",0
626,"https://ChangingThePresent.org/collections/Bridgeport-Hospital-School-Of-Nursing","Bridgeport Hospital School of Nursing","","",0
627,"https://ChangingThePresent.org/collections/Bridgerland-Applied-Technology-College","Bridgerland Applied Technology College","","",0
628,"https://ChangingThePresent.org/collections/Bridgevalley-Community-&-Technical-College","BridgeValley Community & Technical College","","",0
629,"https://ChangingThePresent.org/collections/Bridgewater-College","Bridgewater College","","",0
630,"https://ChangingThePresent.org/collections/Bridgewater-State-University","Bridgewater State University","","",0
631,"https://ChangingThePresent.org/collections/Brigham-Young-University-Hawaii","Brigham Young University-Hawaii","","",0
632,"https://ChangingThePresent.org/collections/Brigham-Young-University-Idaho","Brigham Young University-Idaho","","",0
633,"https://ChangingThePresent.org/collections/Brigham-Young-University-Provo","Brigham Young University-Provo","","",0
634,"https://ChangingThePresent.org/collections/Brighton-Center-S-Center-For-Employment-Training","Brighton Center's Center for Employment Training","","",0
635,"https://ChangingThePresent.org/collections/Bristol-Community-College","Bristol Community College","","",0
636,"https://ChangingThePresent.org/collections/Bristol-Technical-Education-Center","Bristol Technical Education Center","","",0
637,"https://ChangingThePresent.org/collections/Brite-Divinity-School","Brite Divinity School","","",0
638,"https://ChangingThePresent.org/collections/Brookdale-Community-College","Brookdale Community College","","",0
639,"https://ChangingThePresent.org/collections/Brookhaven-College","Brookhaven College","","",0
640,"https://ChangingThePresent.org/collections/Brooklyn-Law-School","Brooklyn Law School","","",0
641,"https://ChangingThePresent.org/collections/Broome-Delaware-Tioga-Boces-Practical-Nursing-Program","Broome Delaware Tioga BOCES-Practical Nursing Program","","",0
642,"https://ChangingThePresent.org/collections/Broward-College","Broward College","","",0
643,"https://ChangingThePresent.org/collections/Brown-University","Brown University","","",0
644,"https://ChangingThePresent.org/collections/Brunswick-Community-College","Brunswick Community College","","",0
645,"https://ChangingThePresent.org/collections/Bryan-College-Of-Health-Sciences","Bryan College of Health Sciences","","",0
646,"https://ChangingThePresent.org/collections/Bryan-College-Dayton","Bryan College-Dayton","","",0
647,"https://ChangingThePresent.org/collections/Bryant-University","Bryant University","","",0
648,"https://ChangingThePresent.org/collections/Bryn-Athyn-College-Of-The-New-Church","Bryn Athyn College of the New Church","","",0
649,"https://ChangingThePresent.org/collections/Bryn-Mawr-College","Bryn Mawr College","","",0
650,"https://ChangingThePresent.org/collections/Buckeye-Hills-Career-Center","Buckeye Hills Career Center","","",0
651,"https://ChangingThePresent.org/collections/Buckeye-Joint-Vocational-School","Buckeye Joint Vocational School","","",0
652,"https://ChangingThePresent.org/collections/Bucknell-University","Bucknell University","","",0
653,"https://ChangingThePresent.org/collections/Bucks-County-Community-College","Bucks County Community College","","",0
654,"https://ChangingThePresent.org/collections/Buena-Vista-University","Buena Vista University","","",0
655,"https://ChangingThePresent.org/collections/Bullard-Havens-Technical-High-School","Bullard-Havens Technical High School","","",0
656,"https://ChangingThePresent.org/collections/Bunker-Hill-Community-College","Bunker Hill Community College","","",0
657,"https://ChangingThePresent.org/collections/Burlington-College","Burlington College","","",0
658,"https://ChangingThePresent.org/collections/Burlington-County-College","Burlington County College","","",0
659,"https://ChangingThePresent.org/collections/Butler-Community-College","Butler Community College","","",0
660,"https://ChangingThePresent.org/collections/Butler-County-Community-College","Butler County Community College","","",0
661,"https://ChangingThePresent.org/collections/Butler-Tech-D-Russel-Lee-Career-Center","Butler Tech-D Russel Lee Career Center","","",0
662,"https://ChangingThePresent.org/collections/Butler-University","Butler University","","",0
663,"https://ChangingThePresent.org/collections/Butte-College","Butte College","","",0
664,"https://ChangingThePresent.org/collections/Byzantine-Catholic-Seminary-Of-Saints-Cyril-And-Methodius","Byzantine Catholic Seminary of Saints Cyril and Methodius","","",0
665,"https://ChangingThePresent.org/collections/Cabarrus-College-Of-Health-Sciences","Cabarrus College of Health Sciences","","",0
666,"https://ChangingThePresent.org/collections/Cabell-County-Career-Technology-Center","Cabell County Career Technology Center","","",0
667,"https://ChangingThePresent.org/collections/Cabrillo-College","Cabrillo College","","",0
668,"https://ChangingThePresent.org/collections/Cabrini-College","Cabrini College","","",0
669,"https://ChangingThePresent.org/collections/Caddo-Kiowa-Technology-Center","Caddo Kiowa Technology Center","","",0
670,"https://ChangingThePresent.org/collections/Cairn-University-Langhorne","Cairn University-Langhorne","","",0
671,"https://ChangingThePresent.org/collections/Caldwell-Community-College-And-Technical-Institute","Caldwell Community College and Technical Institute","","",0
672,"https://ChangingThePresent.org/collections/Caldwell-University","Caldwell University","","",0
673,"https://ChangingThePresent.org/collections/California-Baptist-University","California Baptist University","","",0
674,"https://ChangingThePresent.org/collections/California-Christian-College","California Christian College","","",0
675,"https://ChangingThePresent.org/collections/California-College-Of-The-Arts","California College of the Arts","","",0
676,"https://ChangingThePresent.org/collections/California-College-San-Diego","California College San Diego","","",0
677,"https://ChangingThePresent.org/collections/California-College-San-Diego","California College San Diego","","",0
678,"https://ChangingThePresent.org/collections/California-College-San-Diego","California College San Diego","","",0
679,"https://ChangingThePresent.org/collections/California-College-San-Diego","California College San Diego","","",0
680,"https://ChangingThePresent.org/collections/California-Institute-Of-Integral-Studies","California Institute of Integral Studies","","",0
681,"https://ChangingThePresent.org/collections/California-Institute-Of-Technology","California Institute of Technology","","",0
682,"https://ChangingThePresent.org/collections/California-Institute-Of-The-Arts","California Institute of the Arts","","",0
683,"https://ChangingThePresent.org/collections/California-International-Business-University","California International Business University","","",0
684,"https://ChangingThePresent.org/collections/California-Lutheran-University","California Lutheran University","","",0
685,"https://ChangingThePresent.org/collections/California-Polytechnic-State-University-San-Luis-Obispo","California Polytechnic State University-San Luis Obispo","","",0
686,"https://ChangingThePresent.org/collections/California-State-Polytechnic-University-Pomona","California State Polytechnic University-Pomona","","",0
687,"https://ChangingThePresent.org/collections/California-State-University-Bakersfield","California State University-Bakersfield","","",0
688,"https://ChangingThePresent.org/collections/California-State-University-Channel-Islands","California State University-Channel Islands","","",0
689,"https://ChangingThePresent.org/collections/California-State-University-Chico","California State University-Chico","","",0
690,"https://ChangingThePresent.org/collections/California-State-University-Dominguez-Hills","California State University-Dominguez Hills","","",0
691,"https://ChangingThePresent.org/collections/California-State-University-East-Bay","California State University-East Bay","","",0
692,"https://ChangingThePresent.org/collections/California-State-University-Fresno","California State University-Fresno","","",0
693,"https://ChangingThePresent.org/collections/California-State-University-Fullerton","California State University-Fullerton","","",0
694,"https://ChangingThePresent.org/collections/California-State-University-Long-Beach","California State University-Long Beach","","",0
695,"https://ChangingThePresent.org/collections/California-State-University-Los-Angeles","California State University-Los Angeles","","",0
696,"https://ChangingThePresent.org/collections/California-State-University-Monterey-Bay","California State University-Monterey Bay","","",0
697,"https://ChangingThePresent.org/collections/California-State-University-Northridge","California State University-Northridge","","",0
698,"https://ChangingThePresent.org/collections/California-State-University-Sacramento","California State University-Sacramento","","",0
699,"https://ChangingThePresent.org/collections/California-State-University-San-Bernardino","California State University-San Bernardino","","",0
700,"https://ChangingThePresent.org/collections/California-State-University-San-Marcos","California State University-San Marcos","","",0
701,"https://ChangingThePresent.org/collections/California-State-University-Stanislaus","California State University-Stanislaus","","",0
702,"https://ChangingThePresent.org/collections/California-University-Of-Management-And-Sciences","California University of Management and Sciences","","",0
703,"https://ChangingThePresent.org/collections/California-University-Of-Pennsylvania","California University of Pennsylvania","","",0
704,"https://ChangingThePresent.org/collections/California-Western-School-Of-Law","California Western School of Law","","",0
705,"https://ChangingThePresent.org/collections/Calumet-College-Of-Saint-Joseph","Calumet College of Saint Joseph","","",0
706,"https://ChangingThePresent.org/collections/Calvary-Bible-College-And-Theological-Seminary","Calvary Bible College and Theological Seminary","","",0
707,"https://ChangingThePresent.org/collections/Calvin-College","Calvin College","","",0
708,"https://ChangingThePresent.org/collections/Calvin-Theological-Seminary","Calvin Theological Seminary","","",0
709,"https://ChangingThePresent.org/collections/Cambridge-College","Cambridge College","","",0
710,"https://ChangingThePresent.org/collections/Camden-County-College","Camden County College","","",0
711,"https://ChangingThePresent.org/collections/Cameron-University","Cameron University","","",0
712,"https://ChangingThePresent.org/collections/Campbell-University","Campbell University","","",0
713,"https://ChangingThePresent.org/collections/Campbellsville-University","Campbellsville University","","",0
714,"https://ChangingThePresent.org/collections/Canada-College","Canada College","","",0
715,"https://ChangingThePresent.org/collections/Canadian-Valley-Technology-Center","Canadian Valley Technology Center","","",0
716,"https://ChangingThePresent.org/collections/Canisius-College","Canisius College","","",0
717,"https://ChangingThePresent.org/collections/Cankdeska-Cikana-Community-College","Cankdeska Cikana Community College","","",0
718,"https://ChangingThePresent.org/collections/Cazenovia-College","Cazenovia College","","",0
719,"https://ChangingThePresent.org/collections/Canton-City-Schools-Adult-Career-And-Technical-Education","Canton City Schools Adult Career and Technical Education","","",0
720,"https://ChangingThePresent.org/collections/Cape-Cod-Community-College","Cape Cod Community College","","",0
721,"https://ChangingThePresent.org/collections/Cape-Coral-Institute-Of-Technology","Cape Coral Institute of Technology","","",0
722,"https://ChangingThePresent.org/collections/Cape-Fear-Community-College","Cape Fear Community College","","",0
723,"https://ChangingThePresent.org/collections/Cape-Girardeau-Career-And-Technology-Center","Cape Girardeau Career and Technology Center","","",0
724,"https://ChangingThePresent.org/collections/Capital-Area-School-Of-Practical-Nursing","Capital Area School of Practical Nursing","","",0
725,"https://ChangingThePresent.org/collections/Capital-Area-Technical-College","Capital Area Technical College","","",0
726,"https://ChangingThePresent.org/collections/Capital-Community-College","Capital Community College","","",0
727,"https://ChangingThePresent.org/collections/Capital-University","Capital University","","",0
728,"https://ChangingThePresent.org/collections/Capitol-Technology-University","Capitol Technology University","","",0
729,"https://ChangingThePresent.org/collections/Cardinal-Stritch-University","Cardinal Stritch University","","",0
730,"https://ChangingThePresent.org/collections/Career-And-Technology-Education-Centers-Of-Licking-County","Career and Technology Education Centers of Licking County","","",0
731,"https://ChangingThePresent.org/collections/Career-Center-Of-Southern-Illinois","Career Center of Southern Illinois","","",0
732,"https://ChangingThePresent.org/collections/Career-School-Of-Ny","Career School of NY","","",0
733,"https://ChangingThePresent.org/collections/Career-Technology-Center-Of-Lackawanna-County","Career Technology Center of Lackawanna County","","",0
734,"https://ChangingThePresent.org/collections/Carl-Albert-State-College","Carl Albert State College","","",0
735,"https://ChangingThePresent.org/collections/Carl-Sandburg-College","Carl Sandburg College","","",0
736,"https://ChangingThePresent.org/collections/Carleton-College","Carleton College","","",0
737,"https://ChangingThePresent.org/collections/Carlos-Albizu-University-Miami","Carlos Albizu University-Miami","","",0
738,"https://ChangingThePresent.org/collections/Carlow-University","Carlow University","","",0
739,"https://ChangingThePresent.org/collections/Carnegie-Mellon-University","Carnegie Mellon University","","",0
740,"https://ChangingThePresent.org/collections/Carolina-Christian-College","Carolina Christian College","","",0
741,"https://ChangingThePresent.org/collections/Carolina-College-Of-Biblical-Studies","Carolina College of Biblical Studies","","",0
742,"https://ChangingThePresent.org/collections/Carolinas-College-Of-Health-Sciences","Carolinas College of Health Sciences","","",0
743,"https://ChangingThePresent.org/collections/Carroll-College","Carroll College","","",0
744,"https://ChangingThePresent.org/collections/Carroll-Community-College","Carroll Community College","","",0
745,"https://ChangingThePresent.org/collections/Carroll-University","Carroll University","","",0
746,"https://ChangingThePresent.org/collections/Carson-Newman-University","Carson-Newman University","","",0
747,"https://ChangingThePresent.org/collections/Carteret-Community-College","Carteret Community College","","",0
748,"https://ChangingThePresent.org/collections/Carthage-College","Carthage College","","",0
749,"https://ChangingThePresent.org/collections/Carthage-R9-School-District-Carthage-Technical-Center","Carthage R9 School District-Carthage Technical Center","","",0
750,"https://ChangingThePresent.org/collections/Carver-Bible-College","Carver Bible College","","",0
751,"https://ChangingThePresent.org/collections/Carver-Career-Center","Carver Career Center","","",0
752,"https://ChangingThePresent.org/collections/Casa-Loma-College-Van-Nuys","Casa Loma College-Van Nuys","","",0
753,"https://ChangingThePresent.org/collections/Cascadia-College","Cascadia College","","",0
754,"https://ChangingThePresent.org/collections/Case-Western-Reserve-University","Case Western Reserve University","","",0
755,"https://ChangingThePresent.org/collections/Casper-College","Casper College","","",0
756,"https://ChangingThePresent.org/collections/Cass-Career-Center","Cass Career Center","","",0
757,"https://ChangingThePresent.org/collections/Castleton-State-College","Castleton State College","","",0
758,"https://ChangingThePresent.org/collections/Catawba-College","Catawba College","","",0
759,"https://ChangingThePresent.org/collections/Catawba-Valley-Community-College","Catawba Valley Community College","","",0
760,"https://ChangingThePresent.org/collections/Cathedral-Bible-College","Cathedral Bible College","","",0
761,"https://ChangingThePresent.org/collections/Catholic-Distance-University","Catholic Distance University","","",0
762,"https://ChangingThePresent.org/collections/Catholic-Theological-Union-At-Chicago","Catholic Theological Union at Chicago","","",0
763,"https://ChangingThePresent.org/collections/Catholic-University-Of-America","Catholic University of America","","",0
764,"https://ChangingThePresent.org/collections/Cattaraugus-Allegany-Boces-Practical-Nursing-Program","Cattaraugus Allegany BOCES-Practical Nursing Program","","",0
765,"https://ChangingThePresent.org/collections/Cayce-Reilly-School-Of-Massotherapy","Cayce Reilly School of Massotherapy","","",0
766,"https://ChangingThePresent.org/collections/Cayuga-County-Community-College","Cayuga County Community College","","",0
767,"https://ChangingThePresent.org/collections/Cayuga-Onondaga-Boces-Practical-Nursing-Program","Cayuga Onondaga BOCES-Practical Nursing Program","","",0
768,"https://ChangingThePresent.org/collections/Cbd-College","CBD College","","",0
769,"https://ChangingThePresent.org/collections/Cecil-College","Cecil College","","",0
770,"https://ChangingThePresent.org/collections/Cedar-Crest-College","Cedar Crest College","","",0
771,"https://ChangingThePresent.org/collections/Cedar-Valley-College","Cedar Valley College","","",0
772,"https://ChangingThePresent.org/collections/Cedarville-University","Cedarville University","","",0
773,"https://ChangingThePresent.org/collections/Centenary-College","Centenary College","","",0
774,"https://ChangingThePresent.org/collections/Centenary-College-Of-Louisiana","Centenary College of Louisiana","","",0
775,"https://ChangingThePresent.org/collections/Centra-College-Of-Nursing","Centra College of Nursing","","",0
776,"https://ChangingThePresent.org/collections/Central-Alabama-Community-College","Central Alabama Community College","","",0
777,"https://ChangingThePresent.org/collections/Central-Arizona-College","Central Arizona College","","",0
778,"https://ChangingThePresent.org/collections/Central-Baptist-College","Central Baptist College","","",0
779,"https://ChangingThePresent.org/collections/Central-Baptist-Theological-Seminary","Central Baptist Theological Seminary","","",0
780,"https://ChangingThePresent.org/collections/Central-Carolina-Community-College","Central Carolina Community College","","",0
781,"https://ChangingThePresent.org/collections/Central-Carolina-Technical-College","Central Carolina Technical College","","",0
782,"https://ChangingThePresent.org/collections/Central-Christian-College-Of-Kansas","Central Christian College of Kansas","","",0
783,"https://ChangingThePresent.org/collections/Central-Christian-College-Of-The-Bible","Central Christian College of the Bible","","",0
784,"https://ChangingThePresent.org/collections/Central-College","Central College","","",0
785,"https://ChangingThePresent.org/collections/Central-Community-College","Central Community College","","",0
786,"https://ChangingThePresent.org/collections/Central-Connecticut-State-University","Central Connecticut State University","","",0
787,"https://ChangingThePresent.org/collections/Central-Georgia-Technical-College","Central Georgia Technical College","","",0
